Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,taxonomic_lineage
Q0U3N7,reviewed,MKAR_PHANO,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),SNOG_13627,Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Parastagonospora nodorum),341,Eukaryota
Q0UK52,reviewed,STHC_PHANO,Short-chain dehydrogenase/reductase sthC (EC 1.1.1.-) (Stemphyloxin II biosynthesis cluster protein C),sthC SNOG_07862,Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Parastagonospora nodorum),314,Eukaryota
D7UQ42,reviewed,SOL3_ALTSO,Short chain dehydrogenase sol3 (EC 1.1.1.-) (Solanapyrone biosynthesis protein 3),sol3,Alternaria solani,285,Eukaryota
K2RLM6,reviewed,DPMPG_MACPH,Short chain dehydrogenase/reductase dpmpG (EC 1.1.1.-) (Diterpenoid pyrone biosynthesis cluster protein G),dpmpG MPH_09198,Macrophomina phaseolina (strain MS6) (Charcoal rot fungus),175,Eukaryota
P0CU71,reviewed,CLAN_PASFU,Oxidoreductase claN (EC 1.-.-.-) (Cladofulvin biosynthesis cluster protein N),claN Clafu184399,Passalora fulva (Tomato leaf mold) (Cladosporium fulvum),218,Eukaryota
Q0V6Q2,reviewed,PHMF_PHANO,Short-chain dehydrogenase/reductase phmF (EC 1.1.1.-) (Phomacin biosynthesis cluster protein F),phmFA SNOG_00312,Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Parastagonospora nodorum),338,Eukaryota
A0A1U8QWA2,reviewed,ATR12_EMENI,Glycine betaine reductase ATRR (Nonribosomal peptide synthetase-like protein ATRR) [Includes: Carboxylic acid reductase (EC 1.2.1.-); Aldehyde reductase (EC 1.1.1.-)],ATRR AN5318 ANIA_05318,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),1270,Eukaryota
P78615,reviewed,FAS2_EMEND,Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)],fasA,Emericella nidulans (Aspergillus nidulans),1858,Eukaryota
P87017,reviewed,AFLH_ASPPU,5'-hydroxyaverantin dehydrogenase (HAVN dehydrogenase) (EC 1.1.1.352) (Aflatoxin biosynthesis protein H),aflH adhA P875_00052989-1,Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1),278,Eukaryota
Q00278,reviewed,AFLD_ASPPU,Norsolorinic acid ketoreductase (EC 1.1.1.349) (Aflatoxin biosynthesis ketoreductase nor-1) (Aflatoxin biosynthesis protein D) (Short chain dehydrogenase aflD),aflD nor-1 P875_00052988,Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1),271,Eukaryota
Q00681,reviewed,STCJ_EMENI,Fatty acid synthase alpha subunit stcJ (EC 2.3.1.86) [Includes: 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (3-oxoacyl-[acyl-carrier-protein] synthase) (EC 2.3.1.41) (Sterigmatocystin biosynthesis cluster protein J)],stcJ AN7815,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),1559,Eukaryota
Q2TXF0,reviewed,ORYA_ASPOR,Fatty acid synthase subunit alpha (EC 2.3.1.86) (Oryzines biosynthesis cluster protein oryfasA) [Includes: 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41)],oryfasA AO090010000171,Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),1777,Eukaryota
A0A017SE81,reviewed,FOGD_ASPRC,Short-chain dehydrogenase fogD (EC 1.1.1.-) (Flavoglaucin biosynthesis cluster protein D),fogD EURHEDRAFT_455854,Aspergillus ruber (strain CBS 135680),286,Eukaryota
A0A023I4C8,reviewed,PRX4_PENRO,Short-chain dehydrogenase/reductase prx4 (EC 1.1.99.-) (PR-toxin biosynthesis cluster protein 4),prx4 ORF4,Penicillium roqueforti,329,Eukaryota
A0A1U8QGV2,reviewed,STCG_EMENI,5'-hydroxyaverantin dehydrogenase stcG (HAVN dehydrogenase) (EC 1.1.1.352) (Sterigmatocystin biosynthesis cluster protein G),swtcG AN7817,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),305,Eukaryota
A0A2I1BSW8,reviewed,NVFC_ASPN1,Asnovolin H dehydrogenase nvfC (EC 1.1.99.-) (Novofumigatonin biosynthesis cluster protein C) (Short chain dehydrogenase nvfC),nvfC P174DRAFT_465152,Aspergillus novofumigatus (strain IBT 16806),257,Eukaryota
A0A443HJZ3,reviewed,VDTF1_BYSSP,Short-chain dehydrogenase/reductase VdtF (EC 1.-.-.-) (Viriditoxin biosynthesis cluster protein F),VdtF C8Q69DRAFT_480057,Byssochlamys spectabilis (Paecilomyces variotii),305,Eukaryota
D3J0Z1,reviewed,CHADH_ASPFM,Chanoclavine-I dehydrogenase (ChaDH) (EC 1.1.1.332),fgaDH,Aspergillus fumigatus (Neosartorya fumigata),261,Eukaryota
D4AK45,reviewed,EASD_ARTBC,Chanoclavine-I dehydrogenase easD (ChaDH) (EC 1.1.1.332) (Ergot alkaloid synthesis protein D),easD ARB_04646,Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes),246,Eukaryota
G3YG17,reviewed,LXRA_ASPNA,L-xylulose reductase (EC 1.1.1.10),lxrA ASPNIDRAFT_177736,Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7),298,Eukaryota
Q4WR19,reviewed,HELC_ASPFU,Short chain dehydrogenase helC (EC 1.1.1.-) (Helvolic acid biosynthesis cluster protein helC),helC sdr1 AFUA_4G14800,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),257,Eukaryota
Q4WZ66,reviewed,EASD_ASPFU,Chanoclavine-I dehydrogenase easD (ChaDH) (EC 1.1.1.332) (Ergot alkaloid synthesis protein A),easD fgaDH AFUA_2G18000,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),261,Eukaryota
W6QP06,reviewed,PRX4_PENRF,Short-chain dehydrogenase/reductase prx4 (EC 1.1.99.-) (PR-toxin biosynthesis cluster protein 4),prx4 ORF4 PROQFM164_S02g001467,Penicillium roqueforti (strain FM164),329,Eukaryota
A0A017SEY2,reviewed,FOGG_ASPRC,Short-chain dehydrogenase fogG (EC 1.1.1.-) (Flavoglaucin biosynthesis cluster protein G),fogG EURHEDRAFT_515220,Aspergillus ruber (strain CBS 135680),348,Eukaryota
A0A023I4F1,reviewed,PRX1_PENRO,Short-chain dehydrogenase/reductase prx1 (EC 1.1.99.-) (PR-toxin biosynthesis cluster protein 1),prx1 ORF1,Penicillium roqueforti,340,Eukaryota
A0A097ZPD4,reviewed,ANDH_EMEVA,Oxidoreductase andH (EC 1.-.-.-) (Anditomin synthesis protein H),andH,Emericella variicolor (Aspergillus stellatus),337,Eukaryota
A0A097ZPE8,reviewed,ANDI_EMEVA,Short chain dehydrogenase andI (EC 1.1.1.-) (Anditomin synthesis protein I),andI,Emericella variicolor (Aspergillus stellatus),290,Eukaryota
A0A0E3D8L9,reviewed,PC15_PENCR,Short-chain dehydrogenase PC-15 (EC 1.1.1.-) (Penitrem biosynthesis cluster protein PC-15),PC-15,Penicillium crustosum (Blue mold fungus),271,Eukaryota
A0A0F7U1Z1,reviewed,AUSX_PENBI,Short chain dehydrogenase ausX (EC 1.1.1.-) (Austinoid biosynthesis clusters protein X),ausX PMG11_09853,Penicillium brasilianum,259,Eukaryota
A0A0S2CGD3,reviewed,PIGC_MONRU,Short chain dehydrogenase pigC (EC 1.1.1.-) (Azaphilone pigments biosynthesis cluster protein C),pigC,Monascus ruber (Mold),303,Eukaryota
A0A0U1LQE2,reviewed,CCTT_TALIS,Short-chain dehydrogenase cctT (EC 1.1.1.-) (Cyclochlorotine biosynthesis protein T),cctT PISL3812_02625,Talaromyces islandicus (Penicillium islandicum),283,Eukaryota
A0A0U5CNP2,reviewed,DRTF_ASPCI,Short-chain dehydrogenase/reductase drtF (EC 1.1.1.-) (Drimane-type sesquiterpene ester biosynthesis cluster protein F),drtF ASPCAL02982,Aspergillus calidoustus,314,Eukaryota
A0A0U5GHD4,reviewed,AUSX_ASPCI,Short chain dehydrogenase ausX (EC 1.1.1.-) (Austinoid biosynthesis cluster protein X),ausX ASPCAL14373,Aspergillus calidoustus,257,Eukaryota
A0A140JWS5,reviewed,PTMH_PENSI,Short-chain dehydrogenase ptmH (EC 1.1.1.-) (Penitrem biosynthesis cluster 1 protein H),ptmH,Penicillium simplicissimum,271,Eukaryota
A0A162J3X8,reviewed,CITE_MONRU,Short chain dehydrogenase citE (EC 1.1.1.-) (Citrinin synthesis protein E),citE mrl6,Monascus ruber (Mold),292,Eukaryota
A0A1E1FFP5,reviewed,PRHI_PENBI,Short chain dehydrogenase prhI (EC 1.1.1.-) (Paraherquonin biosynthesis cluster protein I),prhI,Penicillium brasilianum,257,Eukaryota
A0A1L9WLE6,reviewed,AACUF_ASPA1,Short-chain dehydrogenase/reductase AacuF (SDR AacuF) (EC 1.1.1.-) (Secalonic acid biosynthesis cluster protein F),AacuF ASPACDRAFT_33906,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),266,Eukaryota
A0A1L9WLF6,reviewed,AACUD_ASPA1,Short chain dehydrogenase/reductase AacuD (SDR AacuD) (EC 1.1.1.-) (Secalonic acid biosynthesis cluster protein D),AacuD ASPACDRAFT_46505,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),284,Eukaryota
A0A1V6PAN1,reviewed,CALI_PENDC,Oxidoreductase calI (EC 1.-.-.-) (Calbistrin biosynthesis cluster protein I),calI PENDEC_c013G00477,Penicillium decumbens,346,Eukaryota
A0A1W5SR39,reviewed,PGMD_ASPTE,Short chain dehydrogenase pgmD (EC 1.1.1.-) (Pigmented naphthoquinones biosynthesis cluster protein D),pgmD,Aspergillus terreus,312,Eukaryota
A0A1Y0BRF8,reviewed,ADRF_PENRO,Short chain dehydrogenase adrF (EC 1.1.1.-) (Andrastin A biosynthesis cluster protein F),adrF,Penicillium roqueforti,256,Eukaryota
A0A2I1C3V7,reviewed,NSRO_ASPN1,Short chain dehydrogenase/reductase nsrO (SDR nsrO) (EC 1.1.1.-) (Neosartorin biosynthesis cluster protein O),nsrO P174DRAFT_421366,Aspergillus novofumigatus (strain IBT 16806),290,Eukaryota
A0A2P1DP77,reviewed,MACD_PENTR,Short chain dehydrogenase macD (EC 1.1.1.-) (Macrophorins biosynthesis cluster protein D),macD,Penicillium terrestre,330,Eukaryota
A0A3G9HAL8,reviewed,CDMF_TALVE,Short-chain dehydrogenase/reductase cdmF (EC 1.1.1.-) (chrodrimanin B biosynthesis cluster protein F),cdmF,Talaromyces verruculosus (Penicillium verruculosum),256,Eukaryota
A0A482ND39,reviewed,ICCH_TALVA,Short-chain dehydrogenase iccH (EC 1.1.1.-) (Ilicicolin H biosynthesis cluster protein H),iccH,Talaromyces variabilis (Penicillium variabile),365,Eukaryota
A1C6J8,reviewed,MKAR_ASPCL,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),ACLA_070510,Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107),345,Eukaryota
A1DH66,reviewed,MKAR_NEOFI,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),NFIA_086780,Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus),345,Eukaryota
A2QCH3,reviewed,MKAR_ASPNC,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),An02g03570,Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513),346,Eukaryota
A6RBW9,reviewed,MKAR_AJECN,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),HCAG_07127,Ajellomyces capsulatus (strain NAm1 / WU24) (Darling's disease fungus) (Histoplasma capsulatum),339,Eukaryota
B0XSI3,reviewed,MKAR_ASPFC,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),AFUB_027290,Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata),345,Eukaryota
B6H060,reviewed,PRX6_PENRW,Short-chain dehydrogenase/reductase prx6 (EC 1.1.99.-) (PR-toxin biosynthesis cluster protein 6),prx6 Pc12g06270 PCH_Pc12g06270,Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum),298,Eukaryota
B6H061,reviewed,PRX7_PENRW,Short-chain dehydrogenase/reductase prx7 (EC 1.1.99.-) (PR-toxin biosynthesis cluster protein 7),prx7 Pc12g06280 PCH_Pc12g06280,Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum),282,Eukaryota
B6H062,reviewed,PRX1_PENRW,Short-chain dehydrogenase/reductase prx1 (EC 1.1.99.-) (PR-toxin biosynthesis cluster protein 1),prx1 Pc12g06300 PCH_Pc12g06300,Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum),340,Eukaryota
B6H065,reviewed,PRX4_PENRW,Short-chain dehydrogenase/reductase prx4 (EC 1.1.99.-) (PR-toxin biosynthesis cluster protein 4),prx4 Pc12g06330 PCH_Pc12g06330,Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum),329,Eukaryota
B6HLP6,reviewed,CHYC_PENRW,Short-chain dehydrogenase chyC (EC 1.1.1.-) (Chrysogine biosynthesis cluster protein C),chyC Pc21g12600,Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum),258,Eukaryota
B6HV34,reviewed,ADRF_PENRW,Short chain dehydrogenase adrF (EC 1.1.1.-) (Andrastin A biosynthesis cluster protein F),adrF Pc22g22870,Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum),255,Eukaryota
B8M9K8,reviewed,TROPE_TALSN,Short-chain dehydrogenase/reductase tropE (EC 1.1.1.-) (Tropolone synthesis protein E),tropE tsR7 TSTA_117820,Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum),266,Eukaryota
B8M9L2,reviewed,TROPG_TALSN,Short-chain dehydrogenase/reductase tropG (EC 1.1.1.-) (Tropolone synthesis protein G),tropG tsR10 TSTA_117860,Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum),329,Eukaryota
C8V3Y7,reviewed,ATND_EMENI,Short chain dehydrogenase atnD (EC 1.1.1.-) (Aspercryptin biosynthesis cluster protein D),atnD AN7882 ANIA_11028,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),314,Eukaryota
C8VI80,reviewed,PKFC_EMENI,Short-chain dehydrogenase/reductase pkfC (EC 1.1.1.-) (Aspernidine A biosynthesis cluster protein pkfC),pkfC ANIA_03226,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),312,Eukaryota
D4D446,reviewed,EASD_TRIVH,Chanoclavine-I dehydrogenase easD (ChaDH) (EC 1.1.1.332) (Ergot alkaloid synthesis protein D),easD TRV_01860,Trichophyton verrucosum (strain HKI 0517),265,Eukaryota
D7PI11,reviewed,GSFK_PENAE,Short chain dehydrogenase gsfK (EC 1.-.-.-) (Griseofulvin synthesis protein K),gsfK,Penicillium aethiopicum,251,Eukaryota
E1ACR0,reviewed,NOTO_ASPSM,NmrA-like family domain-containing oxidoreductase notO (EC 1.-.-.-) (Notoamide biosynthesis cluster protein O),notO,Aspergillus sp. (strain MF297-2),330,Eukaryota
G3Y422,reviewed,YAND_ASPNA,Short chain dehydrogenase yanD (EC 1.1.1.-) (Yanuthone D biosynthesis cluster protein D),yanD ASPNIDRAFT_127904,Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7),330,Eukaryota
P0CU82,reviewed,CALM_PENDC,Oxidoreductase calM (EC 1.-.-.-) (Calbistrin biosynthesis cluster protein N),calM,Penicillium decumbens,304,Eukaryota
P9WEP2,reviewed,AUSX_EMENI,Short chain dehydrogenase ausX (EC 1.1.1.-) (Austinoid biosynthesis cluster protein X),ausX AN12376,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),197,Eukaryota
P9WEQ5,reviewed,OLCF_PENCN,Short-chain dehydrogenase/reductase olcF (EC 1.1.1.-) (15-deoxyoxalicine B biosynthesis cluster protein F),olcF,Penicillium canescens,258,Eukaryota
Q00674,reviewed,STCE_EMENI,Norsolorinic acid ketoreductase stcE (EC 1.1.1.349) (Short chain dehydrogenase stcE) (Sterigmatocystin biosynthesis cluster protein E),stcE AN7821,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),263,Eukaryota
Q0CJC7,reviewed,PGMD_ASPTN,Short chain dehydrogenase pgmD (EC 1.1.1.-) (Pigmented naphthoquinones biosynthesis cluster protein D),pgmD ATEG_06207,Aspergillus terreus (strain NIH 2624 / FGSC A1156),312,Eukaryota
Q0CS96,reviewed,TAZN_ASPTN,Short chain dehydrogenase tazN (EC 1.1.1.-) (Azaphilone biosynthesis cluster protein N),tazN ATEG_03438,Aspergillus terreus (strain NIH 2624 / FGSC A1156),456,Eukaryota
Q0CY11,reviewed,MKAR_ASPTN,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),ATEG_01423,Aspergillus terreus (strain NIH 2624 / FGSC A1156),353,Eukaryota
Q1DNC5,reviewed,MKAR_COCIM,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),CIMG_08188,Coccidioides immitis (strain RS) (Valley fever fungus),349,Eukaryota
Q2UET3,reviewed,MKAR_ASPOR,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),AO090026000492,Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),346,Eukaryota
Q4WKX1,reviewed,FGNC_ASPFU,Short-chain dehydrogenase/reductase AFUA_1G00990 (EC 1.-.-.-) (Fumigermin biosynthesis cluster protein AFUA_1G00980),AFUA_1G00980,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),261,Eukaryota
Q4WSZ0,reviewed,KDSR_ASPFU,3-ketodihydrosphingosine reductase ksrA (EC 1.1.1.102),ksrA AFUA_1G11150,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),367,Eukaryota
Q4X117,reviewed,MKAR_ASPFU,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),AFUA_2G11540,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),345,Eukaryota
Q5AV81,reviewed,Y7799_EMENI,Uncharacterized oxidoreductase AN7799 (EC 1.-.-.-),AN7799,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),255,Eukaryota
Q5B0R9,reviewed,MKAR_EMENI,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),AN5861,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),346,Eukaryota
Q5BE65,reviewed,KDSR_EMENI,3-ketodihydrosphingosine reductase tsc10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase),tsc10 AN1165,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),369,Eukaryota
S7ZC75,reviewed,OPDN_PENO1,Short chain dehydrogenase opdN (EC 1.1.1.-) (Oxopyrrolidines biosynthesis cluster protein N),opdN PDE_01242,Penicillium oxalicum (strain 114-2 / CGMCC 5302) (Penicillium decumbens),311,Eukaryota
W6QB10,reviewed,PRX1_PENRF,Short-chain dehydrogenase/reductase prx1 (EC 1.1.99.-) (PR-toxin biosynthesis cluster protein 1),prx1 ORF1 PROQFM164_S02g001464,Penicillium roqueforti (strain FM164),340,Eukaryota
W6QCM8,reviewed,ANUD_PENRF,Short-chain dehydrogenase anuD (EC 1.1.1.-) (Annullatin D biosynthesis cluster protein D),anuD PROQFM164_S03g001177,Penicillium roqueforti (strain FM164),381,Eukaryota
W6QCN3,reviewed,ANUI_PENRF,Short-chain dehydrogenase anuI (EC 1.1.1.-) (Annullatin D biosynthesis cluster protein I),anuI PROQFM164_S03g001182,Penicillium roqueforti (strain FM164),252,Eukaryota
W6QEJ5,reviewed,ANUB_PENRF,Short-chain dehydrogenase anuB (EC 1.1.1.-) (Annullatin D biosynthesis cluster protein B),anuB PROQFM164_S03g001175,Penicillium roqueforti (strain FM164),283,Eukaryota
A0A144Y7G4,reviewed,CITE_MONPU,Short chain dehydrogenase mpl6 (EC 1.1.1.-) (Citrinin synthesis protein mpl6),mpl6,Monascus purpureus (Red mold) (Monascus anka),292,Eukaryota
A0A1U8QP15,reviewed,PBCE_EMENI,Oxidoreductase AN1596 (EC 1.-.-.-) (Pimaradiene biosynthesis cluster protein AN1596),AN1596 ANIA_01596,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),333,Eukaryota
A0A7L8UXK7,reviewed,FFSI_ASPFV,Short-chain dehydrogenase/reductase ffsI (EC 1.1.1.-) (Cytochalasans biosynthesis cluster protein ffsI),ffsI,Aspergillus flavipes,340,Eukaryota
A6SG70,reviewed,MKAR_BOTFB,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),BC1G_11561 BCIN_15g05550,Botryotinia fuckeliana (strain B05.10) (Noble rot fungus) (Botrytis cinerea),331,Eukaryota
A6SSW9,reviewed,BOA17_BOTFB,Oxidoreductase BOA17 (EC 1.-.-.-) (Botcinic acid biosynthesis cluster B protein 17),BOA17,Botryotinia fuckeliana (strain B05.10) (Noble rot fungus) (Botrytis cinerea),274,Eukaryota
A7F8T1,reviewed,MKAR_SCLS1,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),SS1G_14012,Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum),334,Eukaryota
A0A4P8DJW5,reviewed,DMXR8_CRYX8,Short chain dehydrogenase/reductase dmxR8 (SDR dmxR8) (EC 1.1.1.-) (Dimeric xanthone biosynthesis cluster protein R8),dmxR8,Cryptosporiopsis sp. (strain 8999),324,Eukaryota
A0A4P8DJY5,reviewed,DMR12_CRYX8,Short chain dehydrogenase/reductase dmxR12 (SDR dmxR12) (EC 1.1.1.-) (Dimeric xanthone biosynthesis cluster protein R12),dmxR12,Cryptosporiopsis sp. (strain 8999),246,Eukaryota
A0A4V1DXC3,reviewed,DMXR3_CRYX8,Short chain dehydrogenase/reductase dmxR3 (SDR dmxR3) (EC 1.1.1.-) (Dimeric xanthone biosynthesis cluster protein R3),dmxR3,Cryptosporiopsis sp. (strain 8999),255,Eukaryota
G0RNA2,reviewed,LXR4_HYPJQ,L-xylo-3-hexulose reductase (EC 1.1.1.-),lxr4 TRIREDRAFT_22771,Hypocrea jecorina (strain QM6a) (Trichoderma reesei),304,Eukaryota
Q01373,reviewed,FOX2_NEUCR,Peroxisomal hydratase-dehydrogenase-epimerase (HDE) (Multifunctional beta-oxidation protein) (MFP) [Includes: 2-enoyl-CoA hydratase (EC 4.2.1.119); (3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12)],fox-2 NCU08828,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),894,Eukaryota
Q7SHI2,reviewed,SRDE_NEUCR,Short-chain dehydrogenase srdE (EC 1.1.1.-) (Sordarial biosynthesis cluster protein srdE),srdE NCU02922,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),290,Eukaryota
A0A1B7YCL6,reviewed,DPCHH_COLHI,Short chain dehydrogenase/reductase dpchH (EC 1.1.1.-) (Diterpenoid pyrone biosynthesis cluster protein H),dpchH CH063_02829 CH63R_05479,Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus),401,Eukaryota
A0A1J0HSK7,reviewed,IACC_PESFW,Short-chain dehydrogenase/reductase iacC (EC 1.1.1.-) (Iso-A82775C biosynthesis cluster protein C),iacC PFICI_04039,Pestalotiopsis fici (strain W106-1 / CGMCC3.15140),272,Eukaryota
A0A1J0HSL5,reviewed,IACJ_PESFW,Short-chain dehydrogenase/reductase iacJ (EC 1.1.1.-) (Iso-A82775C biosynthesis cluster protein J),iacJ PFICI_04047,Pestalotiopsis fici (strain W106-1 / CGMCC3.15140),324,Eukaryota
A0A1J0HSP5,reviewed,IACG_PESFW,Short-chain dehydrogenase/reductase iacG (EC 1.1.1.-) (Iso-A82775C biosynthesis cluster protein G),iacG PFICI_04044,Pestalotiopsis fici (strain W106-1 / CGMCC3.15140),248,Eukaryota
