SDR1,SDR2,subset_tm
Zhen_SDR_36,Zhen_SDR_13,0.78178
Zhen_SDR_36,Zhen_SDR_57,0.66407
Zhen_SDR_36,Zhen_SDR_66,0.71219
Zhen_SDR_36,Zhen_SDR_27,0.75993
Zhen_SDR_36,Zhen_SDR_42,0.85935
Zhen_SDR_36,Zhen_SDR_91,0.67353
Zhen_SDR_36,Zhen_SDR_37,0.87804
Zhen_SDR_36,Zhen_SDR_55,0.8203
Zhen_SDR_36,Zhen_SDR_79,0.87366
Zhen_SDR_36,Zhen_SDR_89,0.55618
Zhen_SDR_36,Zhen_SDR_47,0.8796
Zhen_SDR_36,Zhen_SDR_69,0.73277
Zhen_SDR_36,Zhen_SDR_82,0.81598
Zhen_SDR_36,Zhen_SDR_19,0.68662
Zhen_SDR_36,Zhen_SDR_23,0.50844
Zhen_SDR_36,Zhen_SDR_86,0.61888
Zhen_SDR_36,Zhen_SDR_18,0.82883
Zhen_SDR_36,Zhen_SDR_78,0.86166
Zhen_SDR_36,Zhen_SDR_4,0.80153
Zhen_SDR_36,Zhen_SDR_72,0.70363
Zhen_SDR_36,Zhen_SDR_1,0.91174
Zhen_SDR_36,Zhen_SDR_33,0.7315
Zhen_SDR_36,Zhen_SDR_2,0.89563
Zhen_SDR_36,Zhen_SDR_81,0.77432
Zhen_SDR_36,Zhen_SDR_88,0.88367
Zhen_SDR_36,Zhen_SDR_83,0.8095
Zhen_SDR_36,Zhen_SDR_63,0.82033
Zhen_SDR_36,Zhen_SDR_90,0.70815
Zhen_SDR_36,Zhen_SDR_61,0.7988
Zhen_SDR_36,Zhen_SDR_34,0.77176
Zhen_SDR_36,Zhen_SDR_6,0.65039
Zhen_SDR_36,Zhen_SDR_68,0.59795
Zhen_SDR_36,Zhen_SDR_32,0.88391
Zhen_SDR_36,Zhen_SDR_60,0.81009
Zhen_SDR_36,Zhen_SDR_65,0.8343
Zhen_SDR_36,Zhen_SDR_25,0.82635
Zhen_SDR_36,Zhen_SDR_17,0.90499
Zhen_SDR_36,Zhen_SDR_8,0.79062
Zhen_SDR_36,Zhen_SDR_30,0.68189
Zhen_SDR_36,Zhen_SDR_62,0.77296
Zhen_SDR_36,Zhen_SDR_35,0.8976
Zhen_SDR_36,Zhen_SDR_56,0.86985
Zhen_SDR_36,Zhen_SDR_59,0.81725
Zhen_SDR_36,Zhen_SDR_46,0.9139
Zhen_SDR_36,Zhen_SDR_26,0.88725
Zhen_SDR_36,Zhen_SDR_71,0.65464
Zhen_SDR_36,Zhen_SDR_29,0.7393
Zhen_SDR_36,Zhen_SDR_51,0.78549
Zhen_SDR_36,Zhen_SDR_45,0.9193
Zhen_SDR_36,Zhen_SDR_52,0.71428
Zhen_SDR_36,Zhen_SDR_64,0.88712
Zhen_SDR_36,Zhen_SDR_10,0.66751
Zhen_SDR_36,Zhen_SDR_74,0.80717
Zhen_SDR_36,Zhen_SDR_80,0.82942
Zhen_SDR_43,Zhen_SDR_11,0.59392
Zhen_SDR_36,Zhen_SDR_84,0.79077
Zhen_SDR_43,Zhen_SDR_5,0.58005
Zhen_SDR_43,Zhen_SDR_67,0.80264
Zhen_SDR_36,Zhen_SDR_85,0.65506
Zhen_SDR_43,Zhen_SDR_42,0.76419
Zhen_SDR_43,Zhen_SDR_12,0.58064
Zhen_SDR_36,Zhen_SDR_49,0.73321
Zhen_SDR_43,Zhen_SDR_54,0.77557
Zhen_SDR_43,Zhen_SDR_31,0.40984
Zhen_SDR_43,Zhen_SDR_22,0.64368
Zhen_SDR_43,Zhen_SDR_15,0.52968
Zhen_SDR_43,Zhen_SDR_40,0.79229
Zhen_SDR_43,Zhen_SDR_3,0.75118
Zhen_SDR_43,Zhen_SDR_38,0.76292
Zhen_SDR_43,Zhen_SDR_53,0.77437
Zhen_SDR_43,Zhen_SDR_14,0.7618
Zhen_SDR_43,Zhen_SDR_92,0.6768
Zhen_SDR_43,Zhen_SDR_87,0.73424
Zhen_SDR_43,Zhen_SDR_27,0.69394
Zhen_SDR_43,Zhen_SDR_16,0.76374
Zhen_SDR_43,Zhen_SDR_50,0.76199
Zhen_SDR_43,Zhen_SDR_13,0.66965
Zhen_SDR_43,Zhen_SDR_66,0.63411
Zhen_SDR_43,Zhen_SDR_79,0.74394
Zhen_SDR_43,Zhen_SDR_57,0.57007
Zhen_SDR_43,Zhen_SDR_24,0.75598
Zhen_SDR_43,Zhen_SDR_28,0.7234
Zhen_SDR_43,Zhen_SDR_55,0.74479
Zhen_SDR_43,Zhen_SDR_89,0.49788
Zhen_SDR_43,Zhen_SDR_58,0.73437
Zhen_SDR_43,Zhen_SDR_37,0.77268
Zhen_SDR_43,Zhen_SDR_69,0.62714
Zhen_SDR_43,Zhen_SDR_78,0.73657
Zhen_SDR_43,Zhen_SDR_18,0.71012
Zhen_SDR_43,Zhen_SDR_68,0.52136
Zhen_SDR_43,Zhen_SDR_91,0.59959
Zhen_SDR_43,Zhen_SDR_4,0.69782
Zhen_SDR_43,Zhen_SDR_1,0.79022
Zhen_SDR_43,Zhen_SDR_2,0.76964
Zhen_SDR_43,Zhen_SDR_33,0.62246
Zhen_SDR_43,Zhen_SDR_72,0.63943
Zhen_SDR_43,Zhen_SDR_23,0.42332
Zhen_SDR_43,Zhen_SDR_81,0.68306
Zhen_SDR_43,Zhen_SDR_19,0.57983
Zhen_SDR_43,Zhen_SDR_82,0.72084
Zhen_SDR_43,Zhen_SDR_46,0.78229
Zhen_SDR_43,Zhen_SDR_86,0.53349
Zhen_SDR_43,Zhen_SDR_61,0.68167
Zhen_SDR_43,Zhen_SDR_83,0.72151
Zhen_SDR_43,Zhen_SDR_47,0.7474
Zhen_SDR_43,Zhen_SDR_6,0.56899
Zhen_SDR_43,Zhen_SDR_34,0.68782
Zhen_SDR_43,Zhen_SDR_32,0.73295
Zhen_SDR_43,Zhen_SDR_60,0.70343
Zhen_SDR_43,Zhen_SDR_25,0.71518
Zhen_SDR_43,Zhen_SDR_56,0.76943
Zhen_SDR_43,Zhen_SDR_63,0.74307
Zhen_SDR_43,Zhen_SDR_52,0.62183
Zhen_SDR_43,Zhen_SDR_65,0.72401
Zhen_SDR_43,Zhen_SDR_90,0.608
Zhen_SDR_43,Zhen_SDR_35,0.78376
Zhen_SDR_43,Zhen_SDR_62,0.65588
Zhen_SDR_43,Zhen_SDR_26,0.75468
Zhen_SDR_43,Zhen_SDR_8,0.67094
Zhen_SDR_43,Zhen_SDR_88,0.74032
Zhen_SDR_43,Zhen_SDR_29,0.62365
Zhen_SDR_43,Zhen_SDR_51,0.68995
Zhen_SDR_43,Zhen_SDR_71,0.54807
Zhen_SDR_43,Zhen_SDR_45,0.78707
Zhen_SDR_43,Zhen_SDR_64,0.7385
Zhen_SDR_43,Zhen_SDR_49,0.67412
Zhen_SDR_43,Zhen_SDR_10,0.55378
Zhen_SDR_43,Zhen_SDR_17,0.78081
Zhen_SDR_11,Zhen_SDR_5,0.48971
Zhen_SDR_43,Zhen_SDR_74,0.70332
Zhen_SDR_43,Zhen_SDR_30,0.59599
Zhen_SDR_43,Zhen_SDR_85,0.58838
Zhen_SDR_43,Zhen_SDR_59,0.73881
Zhen_SDR_43,Zhen_SDR_80,0.72616
Zhen_SDR_11,Zhen_SDR_67,0.57288
Zhen_SDR_11,Zhen_SDR_54,0.53769
Zhen_SDR_11,Zhen_SDR_22,0.52365
Zhen_SDR_11,Zhen_SDR_12,0.49364
Zhen_SDR_11,Zhen_SDR_31,0.2979
Zhen_SDR_43,Zhen_SDR_84,0.70689
Zhen_SDR_11,Zhen_SDR_42,0.55541
Zhen_SDR_11,Zhen_SDR_24,0.55262
Zhen_SDR_11,Zhen_SDR_3,0.55441
Zhen_SDR_11,Zhen_SDR_40,0.55417
Zhen_SDR_11,Zhen_SDR_92,0.4649
Zhen_SDR_11,Zhen_SDR_53,0.56073
Zhen_SDR_11,Zhen_SDR_28,0.54223
Zhen_SDR_11,Zhen_SDR_14,0.55638
Zhen_SDR_11,Zhen_SDR_87,0.54635
Zhen_SDR_11,Zhen_SDR_58,0.51497
Zhen_SDR_11,Zhen_SDR_15,0.44543
Zhen_SDR_11,Zhen_SDR_13,0.52439
Zhen_SDR_11,Zhen_SDR_50,0.54748
Zhen_SDR_11,Zhen_SDR_57,0.48076
Zhen_SDR_11,Zhen_SDR_55,0.54473
Zhen_SDR_11,Zhen_SDR_79,0.55532
Zhen_SDR_11,Zhen_SDR_16,0.54674
Zhen_SDR_11,Zhen_SDR_37,0.55141
Zhen_SDR_11,Zhen_SDR_47,0.5225
Zhen_SDR_11,Zhen_SDR_69,0.5145
Zhen_SDR_11,Zhen_SDR_38,0.54833
Zhen_SDR_11,Zhen_SDR_82,0.52137
Zhen_SDR_11,Zhen_SDR_18,0.52538
Zhen_SDR_11,Zhen_SDR_91,0.47616
Zhen_SDR_11,Zhen_SDR_89,0.4057
Zhen_SDR_11,Zhen_SDR_78,0.54202
Zhen_SDR_11,Zhen_SDR_66,0.50728
Zhen_SDR_11,Zhen_SDR_86,0.45029
Zhen_SDR_11,Zhen_SDR_19,0.488
Zhen_SDR_11,Zhen_SDR_68,0.43005
Zhen_SDR_11,Zhen_SDR_27,0.47662
Zhen_SDR_11,Zhen_SDR_4,0.55008
Zhen_SDR_11,Zhen_SDR_33,0.51246
Zhen_SDR_11,Zhen_SDR_1,0.56309
Zhen_SDR_11,Zhen_SDR_2,0.55781
Zhen_SDR_11,Zhen_SDR_23,0.3507
Zhen_SDR_11,Zhen_SDR_72,0.47835
Zhen_SDR_11,Zhen_SDR_81,0.52885
Zhen_SDR_11,Zhen_SDR_46,0.55352
Zhen_SDR_11,Zhen_SDR_88,0.5444
Zhen_SDR_11,Zhen_SDR_60,0.52698
Zhen_SDR_11,Zhen_SDR_6,0.48756
Zhen_SDR_11,Zhen_SDR_61,0.5149
Zhen_SDR_11,Zhen_SDR_52,0.5133
Zhen_SDR_11,Zhen_SDR_63,0.5217
Zhen_SDR_11,Zhen_SDR_56,0.54718
Zhen_SDR_11,Zhen_SDR_8,0.53578
Zhen_SDR_11,Zhen_SDR_35,0.56593
Zhen_SDR_11,Zhen_SDR_62,0.52952
Zhen_SDR_11,Zhen_SDR_32,0.54632
Zhen_SDR_11,Zhen_SDR_34,0.46833
Zhen_SDR_11,Zhen_SDR_30,0.49357
Zhen_SDR_11,Zhen_SDR_25,0.50839
Zhen_SDR_11,Zhen_SDR_90,0.46491
Zhen_SDR_11,Zhen_SDR_17,0.57736
Zhen_SDR_11,Zhen_SDR_83,0.53359
Zhen_SDR_11,Zhen_SDR_71,0.46902
Zhen_SDR_11,Zhen_SDR_51,0.52228
Zhen_SDR_11,Zhen_SDR_45,0.55466
Zhen_SDR_11,Zhen_SDR_64,0.54909
Zhen_SDR_11,Zhen_SDR_26,0.53326
Zhen_SDR_11,Zhen_SDR_29,0.51283
Zhen_SDR_11,Zhen_SDR_59,0.52499
Zhen_SDR_11,Zhen_SDR_74,0.51449
Zhen_SDR_67,Zhen_SDR_5,0.59599
Zhen_SDR_11,Zhen_SDR_49,0.49062
Zhen_SDR_11,Zhen_SDR_65,0.53319
Zhen_SDR_67,Zhen_SDR_31,0.49194
Zhen_SDR_67,Zhen_SDR_22,0.70552
Zhen_SDR_67,Zhen_SDR_42,0.73126
Zhen_SDR_11,Zhen_SDR_85,0.47437
Zhen_SDR_67,Zhen_SDR_12,0.59431
Zhen_SDR_11,Zhen_SDR_10,0.49354
Zhen_SDR_67,Zhen_SDR_15,0.59756
Zhen_SDR_67,Zhen_SDR_54,0.7897
Zhen_SDR_67,Zhen_SDR_24,0.7363
Zhen_SDR_11,Zhen_SDR_84,0.5181
Zhen_SDR_67,Zhen_SDR_40,0.78786
Zhen_SDR_67,Zhen_SDR_38,0.75986
Zhen_SDR_67,Zhen_SDR_3,0.75339
Zhen_SDR_11,Zhen_SDR_80,0.5129
Zhen_SDR_67,Zhen_SDR_92,0.67731
Zhen_SDR_67,Zhen_SDR_14,0.81252
Zhen_SDR_67,Zhen_SDR_58,0.73928
Zhen_SDR_67,Zhen_SDR_28,0.72967
Zhen_SDR_67,Zhen_SDR_87,0.78911
Zhen_SDR_67,Zhen_SDR_50,0.76358
Zhen_SDR_67,Zhen_SDR_57,0.58582
Zhen_SDR_67,Zhen_SDR_13,0.72467
Zhen_SDR_67,Zhen_SDR_27,0.63514
Zhen_SDR_67,Zhen_SDR_55,0.71039
Zhen_SDR_67,Zhen_SDR_16,0.77988
Zhen_SDR_67,Zhen_SDR_53,0.77957
Zhen_SDR_67,Zhen_SDR_91,0.60783
Zhen_SDR_67,Zhen_SDR_69,0.64551
Zhen_SDR_67,Zhen_SDR_37,0.771
Zhen_SDR_67,Zhen_SDR_47,0.76316
Zhen_SDR_67,Zhen_SDR_79,0.74736
Zhen_SDR_67,Zhen_SDR_19,0.65493
Zhen_SDR_67,Zhen_SDR_82,0.70895
Zhen_SDR_67,Zhen_SDR_18,0.72416
Zhen_SDR_67,Zhen_SDR_78,0.75007
Zhen_SDR_67,Zhen_SDR_4,0.70848
Zhen_SDR_67,Zhen_SDR_86,0.5701
Zhen_SDR_67,Zhen_SDR_23,0.46426
Zhen_SDR_67,Zhen_SDR_68,0.5632
Zhen_SDR_67,Zhen_SDR_66,0.62822
Zhen_SDR_67,Zhen_SDR_72,0.63714
Zhen_SDR_67,Zhen_SDR_1,0.79345
Zhen_SDR_67,Zhen_SDR_89,0.50815
Zhen_SDR_67,Zhen_SDR_2,0.78791
Zhen_SDR_67,Zhen_SDR_81,0.68765
Zhen_SDR_67,Zhen_SDR_83,0.72454
Zhen_SDR_67,Zhen_SDR_61,0.70395
Zhen_SDR_67,Zhen_SDR_63,0.70205
Zhen_SDR_67,Zhen_SDR_88,0.79024
Zhen_SDR_67,Zhen_SDR_6,0.58324
Zhen_SDR_67,Zhen_SDR_33,0.66481
Zhen_SDR_67,Zhen_SDR_90,0.66241
Zhen_SDR_67,Zhen_SDR_34,0.68446
Zhen_SDR_67,Zhen_SDR_52,0.69573
Zhen_SDR_67,Zhen_SDR_60,0.70185
Zhen_SDR_67,Zhen_SDR_25,0.75586
Zhen_SDR_67,Zhen_SDR_30,0.62471
Zhen_SDR_67,Zhen_SDR_56,0.74416
Zhen_SDR_67,Zhen_SDR_62,0.65996
Zhen_SDR_67,Zhen_SDR_17,0.77068
Zhen_SDR_67,Zhen_SDR_8,0.70004
Zhen_SDR_67,Zhen_SDR_35,0.77011
Zhen_SDR_67,Zhen_SDR_46,0.78732
Zhen_SDR_67,Zhen_SDR_32,0.78783
Zhen_SDR_67,Zhen_SDR_65,0.76607
Zhen_SDR_67,Zhen_SDR_59,0.73088
Zhen_SDR_67,Zhen_SDR_26,0.79108
Zhen_SDR_67,Zhen_SDR_10,0.6087
Zhen_SDR_67,Zhen_SDR_51,0.72108
Zhen_SDR_67,Zhen_SDR_29,0.67664
Zhen_SDR_67,Zhen_SDR_45,0.82846
Zhen_SDR_67,Zhen_SDR_71,0.62141
Zhen_SDR_67,Zhen_SDR_64,0.71953
Zhen_SDR_67,Zhen_SDR_74,0.68753
Zhen_SDR_67,Zhen_SDR_85,0.58871
Zhen_SDR_67,Zhen_SDR_49,0.60246
Zhen_SDR_24,Zhen_SDR_5,0.45434
Zhen_SDR_67,Zhen_SDR_84,0.70462
Zhen_SDR_24,Zhen_SDR_12,0.46733
Zhen_SDR_24,Zhen_SDR_42,0.58506
Zhen_SDR_24,Zhen_SDR_15,0.45522
Zhen_SDR_24,Zhen_SDR_54,0.60783
Zhen_SDR_24,Zhen_SDR_31,0.38839
Zhen_SDR_24,Zhen_SDR_40,0.60481
Zhen_SDR_24,Zhen_SDR_53,0.60125
Zhen_SDR_67,Zhen_SDR_80,0.73559
Zhen_SDR_24,Zhen_SDR_22,0.55264
Zhen_SDR_24,Zhen_SDR_38,0.61243
Zhen_SDR_24,Zhen_SDR_3,0.57948
Zhen_SDR_24,Zhen_SDR_14,0.60451
Zhen_SDR_24,Zhen_SDR_50,0.60721
Zhen_SDR_24,Zhen_SDR_28,0.58591
Zhen_SDR_24,Zhen_SDR_87,0.60305
Zhen_SDR_24,Zhen_SDR_58,0.60342
Zhen_SDR_24,Zhen_SDR_92,0.54576
Zhen_SDR_24,Zhen_SDR_57,0.46856
Zhen_SDR_24,Zhen_SDR_13,0.54541
Zhen_SDR_24,Zhen_SDR_91,0.50926
Zhen_SDR_24,Zhen_SDR_66,0.51846
Zhen_SDR_24,Zhen_SDR_16,0.6067
Zhen_SDR_24,Zhen_SDR_55,0.57339
Zhen_SDR_24,Zhen_SDR_79,0.59581
Zhen_SDR_24,Zhen_SDR_69,0.51682
Zhen_SDR_24,Zhen_SDR_27,0.49554
Zhen_SDR_24,Zhen_SDR_89,0.46184
Zhen_SDR_24,Zhen_SDR_19,0.48303
Zhen_SDR_24,Zhen_SDR_47,0.61987
Zhen_SDR_24,Zhen_SDR_86,0.45949
Zhen_SDR_24,Zhen_SDR_33,0.52953
Zhen_SDR_24,Zhen_SDR_78,0.57956
Zhen_SDR_24,Zhen_SDR_23,0.36001
Zhen_SDR_24,Zhen_SDR_72,0.53533
Zhen_SDR_24,Zhen_SDR_4,0.55245
Zhen_SDR_24,Zhen_SDR_46,0.61364
Zhen_SDR_24,Zhen_SDR_68,0.4658
Zhen_SDR_24,Zhen_SDR_1,0.60108
Zhen_SDR_24,Zhen_SDR_18,0.56892
Zhen_SDR_24,Zhen_SDR_37,0.61012
Zhen_SDR_24,Zhen_SDR_88,0.60496
Zhen_SDR_24,Zhen_SDR_82,0.61055
Zhen_SDR_24,Zhen_SDR_81,0.5351
Zhen_SDR_24,Zhen_SDR_2,0.60173
Zhen_SDR_24,Zhen_SDR_83,0.58634
Zhen_SDR_24,Zhen_SDR_63,0.55909
Zhen_SDR_24,Zhen_SDR_34,0.5569
Zhen_SDR_24,Zhen_SDR_61,0.566
Zhen_SDR_24,Zhen_SDR_90,0.5188
Zhen_SDR_24,Zhen_SDR_60,0.56287
Zhen_SDR_24,Zhen_SDR_32,0.61607
Zhen_SDR_24,Zhen_SDR_65,0.60357
Zhen_SDR_24,Zhen_SDR_52,0.50696
Zhen_SDR_24,Zhen_SDR_17,0.61613
Zhen_SDR_24,Zhen_SDR_56,0.58823
Zhen_SDR_24,Zhen_SDR_30,0.51072
Zhen_SDR_24,Zhen_SDR_62,0.52402
Zhen_SDR_24,Zhen_SDR_35,0.60246
Zhen_SDR_24,Zhen_SDR_8,0.54797
Zhen_SDR_24,Zhen_SDR_6,0.4469
Zhen_SDR_24,Zhen_SDR_71,0.47075
Zhen_SDR_24,Zhen_SDR_29,0.52312
Zhen_SDR_24,Zhen_SDR_59,0.58266
Zhen_SDR_24,Zhen_SDR_64,0.58491
Zhen_SDR_24,Zhen_SDR_26,0.61397
Zhen_SDR_24,Zhen_SDR_45,0.60222
Zhen_SDR_24,Zhen_SDR_51,0.54861
Zhen_SDR_31,Zhen_SDR_5,0.4344
Zhen_SDR_24,Zhen_SDR_74,0.59159
Zhen_SDR_24,Zhen_SDR_10,0.47623
Zhen_SDR_24,Zhen_SDR_85,0.49764
Zhen_SDR_24,Zhen_SDR_49,0.45357
Zhen_SDR_31,Zhen_SDR_22,0.52984
Zhen_SDR_24,Zhen_SDR_25,0.56954
Zhen_SDR_31,Zhen_SDR_54,0.47317
Zhen_SDR_24,Zhen_SDR_84,0.61915
Zhen_SDR_31,Zhen_SDR_42,0.43878
Zhen_SDR_31,Zhen_SDR_40,0.48688
Zhen_SDR_31,Zhen_SDR_15,0.48314
Zhen_SDR_24,Zhen_SDR_80,0.60508
Zhen_SDR_31,Zhen_SDR_28,0.48021
Zhen_SDR_31,Zhen_SDR_38,0.49517
Zhen_SDR_31,Zhen_SDR_12,0.4281
Zhen_SDR_31,Zhen_SDR_53,0.49735
Zhen_SDR_31,Zhen_SDR_57,0.437
Zhen_SDR_31,Zhen_SDR_14,0.49625
Zhen_SDR_31,Zhen_SDR_87,0.5305
Zhen_SDR_31,Zhen_SDR_92,0.44199
Zhen_SDR_31,Zhen_SDR_27,0.36649
Zhen_SDR_31,Zhen_SDR_91,0.442
Zhen_SDR_31,Zhen_SDR_3,0.46915
Zhen_SDR_31,Zhen_SDR_37,0.48761
Zhen_SDR_31,Zhen_SDR_58,0.46754
Zhen_SDR_31,Zhen_SDR_66,0.43224
Zhen_SDR_31,Zhen_SDR_47,0.4878
Zhen_SDR_31,Zhen_SDR_13,0.51113
Zhen_SDR_31,Zhen_SDR_55,0.45073
Zhen_SDR_31,Zhen_SDR_50,0.48787
Zhen_SDR_31,Zhen_SDR_69,0.4316
Zhen_SDR_31,Zhen_SDR_82,0.44304
Zhen_SDR_31,Zhen_SDR_19,0.51748
Zhen_SDR_31,Zhen_SDR_18,0.46517
Zhen_SDR_31,Zhen_SDR_89,0.44714
Zhen_SDR_31,Zhen_SDR_23,0.43697
Zhen_SDR_31,Zhen_SDR_78,0.50533
Zhen_SDR_31,Zhen_SDR_86,0.46861
Zhen_SDR_31,Zhen_SDR_16,0.51034
Zhen_SDR_31,Zhen_SDR_68,0.4637
Zhen_SDR_31,Zhen_SDR_4,0.4545
Zhen_SDR_31,Zhen_SDR_33,0.5226
Zhen_SDR_31,Zhen_SDR_72,0.43739
Zhen_SDR_31,Zhen_SDR_79,0.48097
Zhen_SDR_31,Zhen_SDR_46,0.47789
Zhen_SDR_31,Zhen_SDR_81,0.50191
Zhen_SDR_31,Zhen_SDR_1,0.4926
Zhen_SDR_31,Zhen_SDR_61,0.48791
Zhen_SDR_31,Zhen_SDR_63,0.39973
Zhen_SDR_31,Zhen_SDR_88,0.53141
Zhen_SDR_31,Zhen_SDR_6,0.42649
Zhen_SDR_31,Zhen_SDR_34,0.44802
Zhen_SDR_31,Zhen_SDR_32,0.5708
Zhen_SDR_31,Zhen_SDR_90,0.50754
Zhen_SDR_31,Zhen_SDR_52,0.51015
Zhen_SDR_31,Zhen_SDR_60,0.46135
Zhen_SDR_31,Zhen_SDR_2,0.47445
Zhen_SDR_31,Zhen_SDR_62,0.45266
Zhen_SDR_31,Zhen_SDR_25,0.50347
Zhen_SDR_31,Zhen_SDR_65,0.48886
Zhen_SDR_31,Zhen_SDR_30,0.47508
Zhen_SDR_31,Zhen_SDR_59,0.46589
Zhen_SDR_31,Zhen_SDR_35,0.48079
Zhen_SDR_31,Zhen_SDR_56,0.46568
Zhen_SDR_31,Zhen_SDR_51,0.53028
Zhen_SDR_31,Zhen_SDR_83,0.47875
Zhen_SDR_31,Zhen_SDR_29,0.50522
Zhen_SDR_31,Zhen_SDR_26,0.52094
Zhen_SDR_31,Zhen_SDR_45,0.51297
Zhen_SDR_31,Zhen_SDR_17,0.49274
Zhen_SDR_31,Zhen_SDR_64,0.45027
Zhen_SDR_31,Zhen_SDR_8,0.50055
Zhen_SDR_5,Zhen_SDR_54,0.70559
Zhen_SDR_5,Zhen_SDR_42,0.69791
Zhen_SDR_31,Zhen_SDR_85,0.4219
Zhen_SDR_5,Zhen_SDR_40,0.76194
Zhen_SDR_5,Zhen_SDR_12,0.77256
Zhen_SDR_5,Zhen_SDR_3,0.72348
Zhen_SDR_5,Zhen_SDR_22,0.70669
Zhen_SDR_31,Zhen_SDR_71,0.53674
Zhen_SDR_5,Zhen_SDR_53,0.71264
Zhen_SDR_31,Zhen_SDR_74,0.42828
Zhen_SDR_5,Zhen_SDR_92,0.59632
Zhen_SDR_5,Zhen_SDR_14,0.70415
Zhen_SDR_5,Zhen_SDR_38,0.68202
Zhen_SDR_5,Zhen_SDR_58,0.66129
Zhen_SDR_5,Zhen_SDR_15,0.69647
Zhen_SDR_5,Zhen_SDR_28,0.67703
Zhen_SDR_31,Zhen_SDR_49,0.28683
Zhen_SDR_31,Zhen_SDR_10,0.47781
Zhen_SDR_5,Zhen_SDR_87,0.71906
Zhen_SDR_5,Zhen_SDR_27,0.55308
Zhen_SDR_5,Zhen_SDR_50,0.70834
Zhen_SDR_5,Zhen_SDR_13,0.7263
Zhen_SDR_5,Zhen_SDR_66,0.70949
Zhen_SDR_5,Zhen_SDR_55,0.71696
Zhen_SDR_5,Zhen_SDR_91,0.65691
Zhen_SDR_5,Zhen_SDR_79,0.7081
Zhen_SDR_5,Zhen_SDR_37,0.7197
Zhen_SDR_31,Zhen_SDR_80,0.47311
Zhen_SDR_5,Zhen_SDR_82,0.67131
Zhen_SDR_5,Zhen_SDR_47,0.6521
Zhen_SDR_5,Zhen_SDR_18,0.70959
Zhen_SDR_5,Zhen_SDR_69,0.70538
Zhen_SDR_5,Zhen_SDR_78,0.70697
Zhen_SDR_5,Zhen_SDR_89,0.57824
Zhen_SDR_5,Zhen_SDR_68,0.67003
Zhen_SDR_5,Zhen_SDR_1,0.80635
Zhen_SDR_5,Zhen_SDR_16,0.73089
Zhen_SDR_5,Zhen_SDR_19,0.72619
Zhen_SDR_5,Zhen_SDR_86,0.69188
Zhen_SDR_5,Zhen_SDR_2,0.73578
Zhen_SDR_5,Zhen_SDR_33,0.70225
Zhen_SDR_5,Zhen_SDR_4,0.79709
Zhen_SDR_5,Zhen_SDR_72,0.66186
Zhen_SDR_5,Zhen_SDR_23,0.57655
Zhen_SDR_5,Zhen_SDR_57,0.73598
Zhen_SDR_5,Zhen_SDR_46,0.69081
Zhen_SDR_31,Zhen_SDR_84,0.49212
Zhen_SDR_5,Zhen_SDR_83,0.64673
Zhen_SDR_5,Zhen_SDR_88,0.72007
Zhen_SDR_5,Zhen_SDR_63,0.62949
Zhen_SDR_5,Zhen_SDR_61,0.68673
Zhen_SDR_5,Zhen_SDR_34,0.62405
Zhen_SDR_5,Zhen_SDR_90,0.65891
Zhen_SDR_5,Zhen_SDR_17,0.70285
Zhen_SDR_5,Zhen_SDR_32,0.70881
Zhen_SDR_5,Zhen_SDR_60,0.69176
Zhen_SDR_5,Zhen_SDR_35,0.73342
Zhen_SDR_5,Zhen_SDR_6,0.82186
Zhen_SDR_5,Zhen_SDR_8,0.70771
Zhen_SDR_5,Zhen_SDR_52,0.74428
Zhen_SDR_5,Zhen_SDR_56,0.71455
Zhen_SDR_5,Zhen_SDR_25,0.66804
Zhen_SDR_5,Zhen_SDR_59,0.6991
Zhen_SDR_5,Zhen_SDR_62,0.73035
Zhen_SDR_5,Zhen_SDR_26,0.69832
Zhen_SDR_5,Zhen_SDR_30,0.71001
Zhen_SDR_5,Zhen_SDR_81,0.73049
Zhen_SDR_5,Zhen_SDR_45,0.71895
Zhen_SDR_5,Zhen_SDR_51,0.71881
Zhen_SDR_5,Zhen_SDR_10,0.68006
Zhen_SDR_5,Zhen_SDR_64,0.65481
Zhen_SDR_5,Zhen_SDR_71,0.70927
Zhen_SDR_5,Zhen_SDR_29,0.70135
Zhen_SDR_5,Zhen_SDR_49,0.49259
Zhen_SDR_5,Zhen_SDR_74,0.63968
Zhen_SDR_5,Zhen_SDR_85,0.6799
Zhen_SDR_5,Zhen_SDR_80,0.63368
Zhen_SDR_5,Zhen_SDR_65,0.66205
Zhen_SDR_5,Zhen_SDR_84,0.67047
Zhen_SDR_3,Zhen_SDR_12,0.46506
Zhen_SDR_3,Zhen_SDR_22,0.51596
Zhen_SDR_3,Zhen_SDR_42,0.59714
Zhen_SDR_3,Zhen_SDR_15,0.43372
Zhen_SDR_3,Zhen_SDR_54,0.6132
Zhen_SDR_3,Zhen_SDR_40,0.60355
Zhen_SDR_3,Zhen_SDR_38,0.57897
Zhen_SDR_3,Zhen_SDR_53,0.62367
Zhen_SDR_3,Zhen_SDR_57,0.45644
Zhen_SDR_3,Zhen_SDR_28,0.59256
Zhen_SDR_3,Zhen_SDR_50,0.58916
Zhen_SDR_3,Zhen_SDR_13,0.53992
Zhen_SDR_3,Zhen_SDR_27,0.51801
Zhen_SDR_3,Zhen_SDR_87,0.61054
